 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.261,778.378,54.783,621,1002,6429.943,1123200
2,4.397,1665.632,113.935,1335,1965,7323.020,1279205
3,4.397,1207.932,95.184,969,1477,5310.726,927692
4,4.397,1679.857,221.486,1222,2356,7385.562,1290130
5,383.558,1424.722,294.677,787,4500,546464.080,95457831
6,8.261,497.776,44.369,347,657,4111.975,718291
7,4.397,1148.595,70.060,964,1394,5049.847,882121
8,4.397,1063.422,73.493,820,1291,4675.379,816708
9,4.397,1002.064,71.386,799,1206,4405.616,769585
10,383.558,1027.084,118.226,562,1421,393946.371,68815623
