 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3.555,3239.067,234.044,2650,3956,11514.938,5587391
2,1.583,7290.562,212.781,6592,7957,11539.176,5599152
3,1.583,5890.273,468.257,4696,6734,9322.861,4523730
4,1.583,5730.539,228.537,4970,6571,9070.041,4401054
5,187.705,5946.144,815.123,3256,8444,1116120.199,541574768
6,3.555,809.545,80.851,595,1116,2877.946,1396465
7,1.583,2687.865,154.171,2278,3108,4254.232,2064280
8,1.583,1668.792,159.537,1195,2107,2641.289,1281632
9,1.583,1863.951,272.209,1272,2424,2950.177,1431514
10,187.705,2017.717,495.907,760,3218,378735.322,183773660
