 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3.555,2991.224,188.555,2467,3564,10633.850,5159861
2,1.583,5553.944,210.587,5004,6187,8790.534,4265429
3,1.583,4726.323,626.726,3462,5995,7480.612,3629816
4,1.583,6841.217,1051.449,4802,10350,10827.973,5254055
5,187.705,5493.939,900.491,2903,10350,1031239.158,500387958
6,3.555,802.694,66.661,629,1039,2853.590,1384647
7,1.583,2212.408,110.305,1860,2517,3501.700,1699129
8,1.583,1392.242,258.984,876,1998,2203.579,1069242
9,1.583,1868.569,302.861,1159,2582,2957.487,1435061
10,187.705,1822.552,418.352,627,3195,342101.979,165998071
