 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.608,645.298,49.041,478,808,2973.763,519465.000
2,4.397,1048.999,71.472,826,1299,4611.967,805631.000
3,4.397,844.314,105.206,587,1141,3712.062,648433.000
4,4.397,1007.211,79.136,768,1222,4428.246,773538.000
5,572.100,963.510,116.115,561,1440,551224.001,96289307.000
6,4.608,268.779,33.769,167,368,1238.629,216367.000
7,4.397,597.120,104.255,373,859,2625.263,458588.000
8,4.397,354.444,46.136,210,500,1558.328,272213.000
9,4.397,417.832,43.223,273,539,1837.016,320895.000
10,572.100,441.828,128.755,201,1022,252769.584,44154478.000
