 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.837,710.005,52.809,511,922,5564.357,971997.000
2,4.397,3073.672,224.138,2427,3669,13513.529,2360580.000
3,4.397,1748.263,145.332,1391,2135,7686.313,1342666.000
4,4.397,1757.684,122.901,1465,2079,7727.731,1349901.000
5,406.400,1873.192,439.303,973,3913,761264.458,132979745.000
6,7.837,718.240,69.652,538,995,5628.897,983271.000
7,4.397,16382.232,18.655,15872,16383,72025.179,12581554.000
8,4.397,5190.474,707.405,3802,6743,22820.139,3986284.000
9,4.397,4898.767,527.781,3938,6309,21537.637,3762253.000
10,406.400,7205.159,4146.861,1861,16383,2928174.158,511501422.000
