measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.0484,1108.5872,490.0947,288.9968,2301.8979,25.1499,29.0086,1.9975,0.454,132.7291,64404.1033
microtubule,2,3,1.605,1289.6771,544.8107,522.498,2420.8449,26.7388,39.4953,1.1349,1.1349,117.3103,56922.4493
microtubule,3,3,1.5172,988.1831,345.8959,347.498,1518.0214,32.2318,18.7035,1.1803,0.9533,89.6674,43509.292
microtubule,1,2,2.0484,1.3954,19.4159,-47.81,41.4344,25.1499,29.0086,1.9975,0.454,18.9606,9200.2469
microtubule,2,2,1.605,31.9875,17.8353,-8.4467,67.3288,26.7388,39.4953,1.1349,1.1349,17.1084,8301.5102
microtubule,3,2,1.5172,17.5559,18.9424,-41.61,50.9299,32.2318,18.7035,1.1803,0.9533,15.1467,7349.6391
background,1,3,2.0484,24.962,47.0772,-88.502,175.94,25.4677,28.6001,1.9975,0.454,30.0009,14557.3457
background,2,3,1.605,225.6406,127.877,100.5745,747.748,27.1474,39.4499,1.1349,1.1349,38.3677,18617.1328
background,3,3,1.5172,-35.1232,19.8127,-71.7031,10.498,32.822,19.1121,1.1803,0.9533,17.9644,8716.8802
background,1,2,2.0484,1.6707,15.5905,-30.61,34.8172,25.4677,28.6001,1.9975,0.454,18.9867,9212.9111
background,2,2,1.605,31.8893,15.0805,1.1145,65.7676,27.1474,39.4499,1.1349,1.1349,17.1011,8297.9745
background,3,2,1.5172,6.3919,20.0356,-34.1141,45.8404,32.822,19.1121,1.1803,0.9533,14.3645,6970.0661
