measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.1524,967.2001,251.0018,452.4097,1397.4125,54.2947,18.3857,0.9987,1.9067,120.5391,58489.1384
microtubule,2,3,2.3611,1011.5995,353.0397,468.8879,2181.5995,53.7045,34.2747,0.0454,2.3606,137.9448,66934.9228
microtubule,3,3,1.8485,1415.8508,381.1248,1039.0143,2491.1298,55.929,28.7362,0.7717,1.6797,144.3055,70021.3252
microtubule,1,2,2.1524,785.5854,119.6487,596.2045,1068.362,54.2947,18.3857,0.9987,1.9067,103.7045,50320.5221
microtubule,2,2,2.3611,1076.2009,126.1718,781.5489,1322.6258,53.7045,34.2747,0.0454,2.3606,146.25,70964.8657
microtubule,3,2,1.8485,811.7426,62.8575,686.1567,984.2412,55.929,28.7362,0.7717,1.6797,93.0055,45129.0571
background,1,3,2.1524,177.3938,44.6766,53.6764,271.1128,55.4296,19.4299,0.9987,1.9067,42.4097,20578.4359
background,2,3,2.3611,470.1427,208.7507,205.1572,1017.5418,53.4322,34.4109,0.0454,2.3606,78.8033,38237.7114
background,3,3,1.8485,526.0779,168.5025,302.7493,930.6349,56.2014,29.1448,0.7717,1.6797,67.2895,32650.8615
background,1,2,2.1524,778.0593,185.7529,431.922,1142.7663,55.4296,19.4299,0.9987,1.9067,102.96,49959.267
background,2,2,2.3611,1028.812,97.9443,844.9527,1350.0874,53.4322,34.4109,0.0454,2.3606,141.0739,68453.2502
background,3,2,1.8485,889.2947,73.0827,730.5355,1053.6947,56.2014,29.1448,0.7717,1.6797,99.7182,48386.2482
