measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3255,2252.2146,619.0647,1491.1293,3680.968,21.9721,40.8572,1.8159,1.4527,286.5838,139058.973
microtubule,2,3,2.2263,4543.1509,1075.8566,2809.2282,6239.3708,26.8296,29.6442,0.09079,2.2244,511.6285,248257.366
microtubule,3,3,1.6846,1815.1437,492.4999,983.0036,2641.9504,27.3289,33.3213,0.4086,1.6343,175.1981,85011.325
microtubule,1,2,2.3255,414.4688,90.9773,246.9732,626.9732,21.9721,40.8572,1.8159,1.4527,67.3532,32681.7713
microtubule,2,2,2.2263,723.4246,64.8246,616.014,856.9119,26.8296,29.6442,0.09079,2.2244,96.5987,46872.5712
microtubule,3,2,1.6846,550.1803,57.8168,402.9732,665.9622,27.3289,33.3213,0.4086,1.6343,59.8477,29039.8699
background,1,3,2.3255,423.9363,134.2041,234.0878,706.9628,21.4727,40.8572,1.8159,1.4527,90.655,43988.5021
background,2,3,2.2263,552.8528,118.4474,418.575,913.126,26.2848,29.7804,0.09079,2.2244,100.4523,48742.4594
background,3,3,1.6846,549.0847,63.8239,461.1705,748.2757,27.0112,33.0489,0.4086,1.6343,76.0487,36901.0817
background,1,2,2.3255,242.0987,41.168,124.9021,326.5615,21.4727,40.8572,1.8159,1.4527,48.881,23718.5279
background,2,2,2.2263,337.7785,36.6057,252.5038,417.4222,26.2848,29.7804,0.09079,2.2244,56.8602,27590.2654
background,3,2,1.6846,390.9618,32.4632,329.5543,466.4914,27.0112,33.0489,0.4086,1.6343,47.3787,22989.5679
