measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3824,3791.5722,1487.0148,1038.6508,6041.6508,62.103,30.6429,1.2257,2.0429,446.2913,216553.833
microtubule,2,3,3.1894,1663.6983,312.9518,1013.1365,2332.4508,42.7639,24.4689,0.2724,3.1778,286.5063,139021.372
microtubule,3,3,1.7535,5525.4156,500.3882,4272.6508,6471.3964,66.3703,35.3642,1.6343,0.6356,479.7533,232790.593
microtubule,1,2,2.3824,604.6946,148.5457,280.8504,892.0217,62.103,30.6429,1.2257,2.0429,92.1702,44723.7418
microtubule,2,2,3.1894,359.1683,60.4066,244.4504,553.0218,42.7639,24.4689,0.2724,3.1778,87.5473,42480.5714
microtubule,3,2,1.7535,674.8264,76.6338,534.6689,827.093,66.3703,35.3642,1.6343,0.6356,75.3438,36559.0413
background,1,3,2.3824,428.4607,66.7204,306.0417,549.8342,61.7852,31.3693,1.2257,2.0429,78.9501,38308.9236
background,2,3,3.1894,449.8323,155.1288,261.9365,916.7651,43.354,25.0137,0.2724,3.1778,108.8904,52836.8857
background,3,3,1.7535,560.1607,375.4129,242.6409,1425.5719,66.2795,36.1359,1.6343,0.6356,70.4417,34180.3966
background,1,2,2.3824,178.6149,32.8467,98.4059,238.6788,61.7852,31.3693,1.2257,2.0429,45.631,22141.5174
background,2,2,3.1894,266.7558,54.2812,177.9933,439.8504,43.354,25.0137,0.2724,3.1778,74.0253,35919.2857
background,3,2,1.7535,202.3933,37.8591,119.095,309.8504,66.2795,36.1359,1.6343,0.6356,36.3987,17661.7159
