measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.4248,1144.5991,402.9506,630.2356,1976.2356,23.107,44.0804,0.5448,1.3165,90.241,43787.6335
microtubule,2,3,1.3889,2638.1687,397.2277,1639.2356,3313.2314,27.2381,45.6239,0.2724,1.3619,188.7392,91581.8589
microtubule,3,3,2.1814,835.4994,258.3919,308.9735,1371.062,20.6556,48.8017,0.454,2.1337,106.9677,51903.9263
microtubule,1,2,1.4248,882.8304,126.2217,708.2932,1158.0549,23.107,44.0804,0.5448,1.3165,73.6399,35732.2872
microtubule,2,2,1.3889,1706.3622,164.804,1404.1964,2032.3339,27.2381,45.6239,0.2724,1.3619,127.9503,62085.307
microtubule,3,2,2.1814,923.2037,125.239,733.1964,1148.7181,20.6556,48.8017,0.454,2.1337,116.8382,56693.357
background,1,3,1.4248,145.11,48.9619,85.1581,253.72,23.7426,44.2166,0.5448,1.3165,24.3266,11803.9797
background,2,3,1.3889,785.2765,159.2425,523.8059,1158.6997,27.7375,45.3061,0.2724,1.3619,66.5444,32289.3091
background,3,3,2.1814,183.6551,42.9381,67.7356,282.4405,21.2911,48.3931,0.454,2.1337,41.1425,19963.5565
background,1,2,1.4248,836.1783,73.8949,643.468,962.1964,23.7426,44.2166,0.5448,1.3165,70.5633,34239.4222
background,2,2,1.3889,2006.9513,200.3696,1586.7884,2267.7406,27.7375,45.3061,0.2724,1.3619,147.7736,71704.1555
background,3,2,2.1814,1069.4736,117.5417,904.9126,1443.2277,21.2911,48.3931,0.454,2.1337,131.6089,63860.5814
