measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.2664,1658.2497,629.8062,645.6867,2925.1037,22.1537,43.0363,1.2711,1.8613,214.0672,103871.785
microtubule,2,3,1.4628,2336.8207,362.4802,1422.3605,2855.7563,24.4689,45.8509,1.3165,0.5902,184.663,89603.9996
microtubule,3,3,2.0872,2167.286,608.9151,1026.6427,3073.5336,33.6845,16.7969,0.5902,1.9975,246.5836,119649.687
microtubule,1,2,2.2664,130.2775,28.5509,83.3951,201.3767,22.1537,43.0363,1.2711,1.8613,32.9971,16011.1997
microtubule,2,2,1.4628,154.8484,34.8769,85.6657,227.3741,24.4689,45.8509,1.3165,0.5902,23.0221,11171.0278
microtubule,3,2,2.0872,143.8545,28.3872,54.9854,210.5546,33.6845,16.7969,0.5902,1.9975,31.7242,15393.537
background,1,3,2.2664,247.8896,86.5539,108.2712,433.4216,22.7439,42.9455,1.2711,1.8613,65.8315,31943.4207
background,2,3,1.4628,195.2544,47.554,103.1452,291.548,24.7867,45.4877,1.3165,0.5902,39.0172,18932.3126
background,3,3,2.0872,442.6953,164.9247,217.8813,917.2469,33.1851,16.6153,0.5902,1.9975,79.5374,38593.9254
background,1,2,2.2664,138.3648,38.2796,77.7804,238.3052,22.7439,42.9455,1.2711,1.8613,33.8472,16423.6549
background,2,2,1.4628,145.9944,28.2759,79.2838,232.3324,24.7867,45.4877,1.3165,0.5902,22.42,10878.8472
background,3,2,2.0872,140.6781,32.7271,80.6023,210.0123,33.1851,16.6153,0.5902,1.9975,31.4166,15244.2502
