measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.7595,1676.3476,352.0053,1085.9192,2437.9439,56.8369,35.3188,1.5889,0.7717,158.0635,76697.1354
microtubule,2,3,2.4212,1123.9955,400.6574,491.1561,2405.5481,44.7614,40.4032,2.406,0,151.9159,73714.1221
microtubule,3,3,1.3974,937.03,660.3603,317.7648,2446.9192,61.8306,34.0477,0.4086,1.3165,77.6942,37699.5441
microtubule,1,2,1.7595,507.417,58.4867,395.2771,643.2154,56.8369,35.3188,1.5889,0.7717,68.3136,33147.8148
microtubule,2,2,2.4212,538.2899,79.9943,409.883,728.1366,44.7614,40.4032,2.406,0,95.6592,46416.6895
microtubule,3,2,1.3974,645.2169,84.5104,536.0435,803.7913,61.8306,34.0477,0.4086,1.3165,63.7386,30927.8491
background,1,3,1.7595,280.3461,193.3617,111.9068,942.7587,56.9731,34.9102,1.5889,0.7717,42.9839,20857.0741
background,2,3,2.4212,127.7352,69.1852,39.4852,326.567,44.8521,40.9934,2.406,0,41.0446,19916.063
background,3,3,1.3974,530.8416,468.6902,147.7707,1787.0363,62.1938,34.2293,0.4086,1.3165,50.9068,24701.517
background,1,2,1.7595,469.2383,53.9907,358.092,592.8697,56.9731,34.9102,1.5889,0.7717,65.1664,31620.6667
background,2,2,2.4212,568.7889,69.3533,422.3883,755.1745,44.8521,40.9934,2.406,0,99.0533,48063.6354
background,3,2,1.3974,635.4131,42.2614,564.6103,698.6935,62.1938,34.2293,0.4086,1.3165,63.092,30614.1288
