measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.0791,2881.2811,398.7802,1665.9628,3555.9628,57.5633,26.194,1.0441,0.2724,159.0132,77157.9585
microtubule,2,3,1.1882,2831.2021,399.1306,2149.4242,3746.9628,56.2014,23.2886,0.1362,1.1803,168.9477,81978.4614
microtubule,3,3,1.5091,2279.4464,484.5347,1468.657,3031.9628,44.9429,47.8029,0.5448,1.4073,174.0875,84472.4408
microtubule,1,2,1.0791,807.8866,67.4816,672.4812,989.4708,57.5633,26.194,1.0441,0.2724,52.3678,25410.3958
microtubule,2,2,1.1882,950.4964,96.5285,742.0862,1090.5477,56.2014,23.2886,0.1362,1.1803,64.4925,31293.6923
microtubule,3,2,1.5091,950.2171,233.3107,660.4708,1495.4708,44.9429,47.8029,0.5448,1.4073,81.1932,39397.3747
background,1,3,1.0791,497.1916,152.8144,265.9628,735.2753,58.0626,26.421,1.0441,0.2724,36.1802,17555.7188
background,2,3,1.1882,425.6038,70.6509,293.9628,616.9628,56.6553,23.334,0.1362,1.1803,35.0912,17027.3076
background,3,3,1.5091,571.3564,134.9153,366.6901,917.3388,45.3515,47.8483,0.5448,1.4073,54.4018,26397.3815
background,1,2,1.0791,781.8516,105.9711,599.4708,947.0646,58.0626,26.421,1.0441,0.2724,51.0264,24759.5208
background,2,2,1.1882,847.0164,97.973,699.0862,1045.0862,56.6553,23.334,0.1362,1.1803,58.7345,28499.7307
background,3,2,1.5091,822.2594,256.2164,512.278,1269.6236,45.3515,47.8483,0.5448,1.4073,72.2272,35046.8126
