measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.4519,1852.8485,398.454,1150.5859,2792.0305,23.0616,32.1864,0.0454,2.4514,240.7943,116840.556
microtubule,2,3,1.9158,901.1192,226.4973,649.112,1677.4748,24.4235,22.5169,1.5435,1.1349,103.9172,50423.7076
microtubule,3,3,1.6121,1192.82,582.289,565.1276,2656.4191,27.3289,15.5257,0.8625,1.3619,111.66,54180.7731
microtubule,1,2,2.4519,116.8913,26.9639,61.7236,183.2237,23.0616,32.1864,0.0454,2.4514,34.5273,16753.6667
microtubule,2,2,1.9158,106.0565,28.5773,37.218,168.7792,24.4235,22.5169,1.5435,1.1349,26.0339,12632.424
microtubule,3,2,1.6121,121.9374,27.5071,61.2792,172.3672,27.3289,15.5257,0.8625,1.3619,23.6122,11457.3518
background,1,3,2.4519,208.7149,137.218,68.3081,672.1229,23.5156,32.141,0.0454,2.4514,54.4344,26413.2037
background,2,3,1.9158,138.1646,41.3707,61.019,223.2095,24.7867,22.7892,1.5435,1.1349,36.3058,17616.6634
background,3,3,1.6121,105.2477,37.6507,28.4748,179.8081,27.7375,15.6619,0.8625,1.3619,28.7299,13940.5972
background,1,2,2.4519,132.2311,33.7735,53.3903,199.9459,23.5156,32.141,0.0454,2.4514,36.266,17597.3519
background,2,2,1.9158,121.4616,32.7654,66.2792,227.6602,24.7867,22.7892,1.5435,1.1349,27.3991,13294.8424
background,3,2,1.6121,124.4711,23.7743,85.8718,191.2792,27.7375,15.6619,0.8625,1.3619,23.8054,11551.1018
