measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.1824,2562.3791,680.4366,841.0226,3677.1893,38.1334,54.0677,2.0429,0.7264,282.553,137103.13
microtubule,2,3,1.8169,2110.8779,1026.7265,1114.8893,4085.856,26.6934,58.9252,0.9079,1.5889,198.2718,96207.3995
microtubule,3,3,2.066,1934.8937,549.9289,856.0226,2943.3951,44.9883,34.0931,0.1816,2.0429,210.2412,102015.27
microtubule,1,2,2.1824,500.5182,100.1877,250.2416,687.2416,38.1334,54.0677,2.0429,0.7264,70.4131,34166.5555
microtubule,2,2,1.8169,551.1798,177.7681,347.2416,964.9082,26.6934,58.9252,0.9079,1.5889,63.1978,30665.4664
microtubule,3,2,2.066,562.7773,83.8012,402.5749,716.1336,44.9883,34.0931,0.1816,2.0429,73.5696,35698.1782
background,1,3,2.1824,719.6228,218.7197,338.356,1251.2264,37.9064,54.6125,2.0429,0.7264,96.4658,46808.074
background,2,3,1.8169,542.7869,145.7044,248.2893,843.356,26.2394,58.789,0.9079,1.5889,65.7743,31915.6666
background,3,3,2.066,273.9917,80.5824,138.1338,433.6192,44.4436,34.1385,0.1816,2.0429,49.364,23952.878
background,1,2,2.1824,258.6071,31.1677,194.8342,367.2416,37.9064,54.6125,2.0429,0.7264,45.9842,22312.9074
background,2,2,1.8169,319.8766,47.6283,238.2416,432.6416,26.2394,58.789,0.9079,1.5889,43.6536,21182.0334
background,3,2,2.066,345.92,38.2572,272.9616,430.8045,44.4436,34.1385,0.1816,2.0429,52.5645,25505.8836
