measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.5568,1843.6315,398.2613,1161.1844,2700.1741,44.3074,31.9594,2.4514,0.7264,251.9085,122233.484
microtubule,2,3,1.998,2147.246,389.8834,1658.0026,3075.2298,40.948,26.7842,1.9975,0.0454,227.0322,110162.773
microtubule,3,3,2.1103,970.339,213.4087,529.7818,1447.1844,33.0036,28.5093,1.9975,0.681,123.1257,59744.2677
microtubule,1,2,2.5568,269.4613,30.6557,203.4483,327.4891,44.3074,31.9594,2.4514,0.7264,53.7765,26093.944
microtubule,2,2,1.998,167.891,31.8359,98.5592,232.6728,40.948,26.7842,1.9975,0.0454,33.0355,16029.8181
microtubule,3,2,2.1103,120.6909,26.517,64.6728,182.6029,33.0036,28.5093,1.9975,0.681,29.9319,14523.8526
background,1,3,2.5568,553.9651,43.8655,469.6793,720.6487,44.3528,32.368,2.4514,0.7264,100.4112,48722.4998
background,2,3,1.998,534.4874,85.6688,368.6844,698.798,40.9934,26.4664,1.9975,0.0454,77.4656,37588.6364
background,3,3,2.1103,350.4949,49.6897,218.5313,478.1844,33.0489,28.9632,1.9975,0.681,63.0868,30611.5936
background,1,2,2.5568,176.7159,29.1648,108.5095,234.4228,44.3528,32.368,2.4514,0.7264,42.8817,20807.4592
background,2,2,1.998,107.2364,47.2203,8.741,234.2182,40.9934,26.4664,1.9975,0.0454,27.4104,13300.3636
background,3,2,2.1103,115.3436,21.3345,69.9148,161.0754,33.0489,28.9632,1.9975,0.681,29.414,14272.5284
