measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.6035,844.677,235.7993,411.6904,1272.3663,53.4322,29.4626,0.7717,2.4968,132.3092,64200.35
microtubule,2,3,1.952,1104.7607,505.5601,395.3002,1959.4099,49.4372,30.5975,0.227,1.9521,123.9565,60147.3969
microtubule,3,3,2.5059,1263.7374,420.0637,691.829,2108.7744,51.2985,29.8258,1.4981,1.9975,176.1102,85453.9274
microtubule,1,2,2.6035,476.2173,50.9348,374.1466,577.1655,53.4322,29.4626,0.7717,2.4968,88.4193,42903.6746
microtubule,2,2,1.952,437.8247,69.4479,319.992,593.4988,49.4372,30.5975,0.227,1.9521,63.5953,30858.3409
microtubule,3,2,2.5059,403.115,67.6607,315.0927,570.3715,51.2985,29.8258,1.4981,1.9975,76.9337,37330.5091
background,1,3,2.6035,168.2525,62.7475,58.0492,355.9442,54.0223,29.5534,0.7717,2.4968,51.4555,24967.7289
background,2,3,1.952,125.9775,46.1676,66.9823,263.9868,49.9366,30.5067,0.227,1.9521,35.2017,17080.9375
background,3,3,2.5059,146.0157,45.4301,66.0047,302.7744,51.8887,29.735,1.4981,1.9975,47.1148,22861.5151
background,1,2,2.6035,526.1601,66.7137,390.2158,758.3812,54.0223,29.5534,0.7717,2.4968,94.389,45800.3563
background,2,2,1.952,403.5756,66.5832,287.8283,553.7382,49.9366,30.5067,0.227,1.9521,60.4896,29351.3788
background,3,2,2.5059,380.8698,49.117,279.6503,479.4503,51.8887,29.735,1.4981,1.9975,74.3664,36084.7759
