measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.0888,1953.4928,515.065,1141.7453,3237.767,23.1978,22.7439,2.0883,0.0454,218.6,106071.218
microtubule,2,3,1.5947,1184.1116,260.1779,836.3726,1777.4299,27.5105,36.5899,1.5889,0.1362,110.3566,53548.3142
microtubule,3,3,1.5515,2281.9715,438.0783,1341.0356,3089.6584,23.0616,31.0061,1.4527,0.5448,186.4806,90485.9589
microtubule,1,2,2.0888,4127.8036,350.7055,3547.626,5354.126,23.1978,22.7439,2.0883,0.0454,435.3604,211249.849
microtubule,2,2,1.5947,5054.0688,459.9199,4052.126,5952.5547,27.5105,36.5899,1.5889,0.1362,402.1887,195153.942
microtubule,3,2,1.5515,5301.3877,287.8621,4729.1157,5820.2124,23.0616,31.0061,1.4527,0.5448,408.8561,198389.159
background,1,3,2.0888,448.8559,104.7864,279.4627,747.5715,23.1978,23.1524,2.0883,0.0454,72.8588,35353.2824
background,2,3,1.5947,466.5269,196.9444,320.9727,1312.1584,27.6013,36.4083,1.5889,0.1362,57.1178,27715.2643
background,3,3,1.5515,858.603,172.8764,647.1359,1188.4647,23.3794,31.1877,1.4527,0.5448,83.812,40668.0623
background,1,2,2.0888,4371.866,465.8115,3703.626,5664.4302,23.1978,23.1524,2.0883,0.0454,459.0006,222720.782
background,2,2,1.5947,5450.826,627.8436,3927.376,6256.376,27.6013,36.4083,1.5889,0.1362,431.6248,209437.2
background,3,2,1.5515,5024.0275,347.2881,4481.23,5737.2193,23.3794,31.1877,1.4527,0.5448,388.8499,188681.553
