measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.9975,1238.5332,482.4077,378.7332,2332.7332,35.3642,29.4172,0,1.9975,155.3202,75366
microtubule,2,3,1.7095,1603.05,410.9107,546.7332,2278.4258,37.7248,32.0048,0.3178,1.6797,163.9086,79533.354
microtubule,3,3,1.6649,1666.0549,540.3219,740.3899,2509.1531,50.9353,35.455,0.7264,1.4981,164.64,79888.2238
microtubule,1,2,1.9975,-22.5004,31.0146,-91.456,43.544,35.3642,29.4172,0,1.9975,23.1808,11248
microtubule,2,2,1.7095,-5.7578,19.4605,-45.4172,38.4914,37.7248,32.0048,0.3178,1.6797,21.4357,10401.2293
microtubule,3,2,1.6649,119.7836,28.5664,55.8376,168.0875,50.9353,35.455,0.7264,1.4981,30.7176,14905.1044
background,1,3,1.9975,-38.489,69.5099,-170.2668,149.7332,35.001,29.3264,0,1.9975,36.8897,17900
background,2,3,1.7095,18.8082,58.9312,-74.8035,171.7276,37.1801,32.141,0.3178,1.6797,36.5763,17747.9259
background,3,3,1.6649,328.5089,107.7714,206.6543,578.4961,50.3452,35.5004,0.7264,1.4981,59.8922,29061.4763
background,1,2,1.9975,-38.8338,26.364,-95.456,12.544,35.001,29.3264,0,1.9975,21.666,10513
background,2,2,1.7095,-5.5676,18.4861,-45.2372,35.4443,37.1801,32.141,0.3178,1.6797,21.451,10408.6489
background,3,2,1.6649,136.0219,26.4329,90.3588,194.3599,50.3452,35.5004,0.7264,1.4981,31.9893,15522.1611
