measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.4931,2811.1065,527.0778,1709.2424,4202.4804,40.3579,26.0578,2.4514,0.454,349.8777,169771.063
microtubule,2,3,2.5038,1803.115,434.8321,1061.4804,2856.039,47.4398,34.9556,1.7705,1.7705,233.5461,113323.539
microtubule,3,3,1.4139,1126.8534,179.6614,869.7062,1516.2546,43.0363,19.7931,1.4073,0.1362,88.8567,43115.9354
microtubule,1,2,2.4931,841.7197,55.9026,716.8144,952.5004,40.3579,26.0578,2.4514,0.454,132.1689,64132.2807
microtubule,2,2,2.5038,698.2759,43.8196,598.3728,778.4425,47.4398,34.9556,1.7705,1.7705,115.6142,56099.4304
microtubule,3,2,1.4139,1465.696,134.8067,1270.3391,1760.7585,43.0363,19.7931,1.4073,0.1362,116.6751,56614.2583
background,1,3,2.4931,842.6235,110.3652,620.4804,1050.0804,40.5848,26.421,2.4514,0.454,122.6965,59536.0129
background,2,3,2.5038,492.1753,115.0051,298.9569,866.9075,47.8937,35.3188,1.7705,1.7705,82.2516,39910.9134
background,3,3,1.4139,310.4388,29.5843,252.1739,378.053,42.6731,20.2924,1.4073,0.1362,35.0157,16990.6694
background,1,2,2.4931,877.7127,68.8019,690.5004,1019.441,40.5848,26.421,2.4514,0.454,136.3228,66147.8876
background,2,2,2.5038,657.1911,73.2098,480.0324,817.6798,47.8937,35.3188,1.7705,1.7705,110.8726,53798.678
background,3,2,1.4139,1325.8462,89.8241,1136.8311,1451.0085,42.6731,20.2924,1.4073,0.1362,107.4523,52139.0646
