measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.4883,1020.1908,328.0511,501.0713,1792.9725,38.2242,46.441,0.7717,2.3606,142.6698,69227.6273
microtubule,2,3,2.2469,1694.084,268.5364,1340.2298,2313.0398,61.649,27.0112,1.0441,1.9975,196.8244,95505.0397
microtubule,3,3,1.6883,1407.9066,499.2993,705.0226,2435.2261,39.0413,13.7553,0.4086,1.6343,127.175,61709.0891
microtubule,1,2,2.4883,962.5801,201.2468,645.8567,1328.9918,38.2242,46.441,0.7717,2.3606,146.5636,71117.0049
microtubule,2,2,2.2469,968.009,121.8353,814.4499,1301.5982,61.649,27.0112,1.0441,1.9975,131.4197,63768.7715
microtubule,3,2,1.6883,993.4196,91.9074,830.6211,1194.3002,39.0413,13.7553,0.4086,1.6343,101.869,49429.8689
background,1,3,2.4883,96.2433,23.704,41.7949,140.1775,38.9052,46.3502,0.7717,2.3606,36.0377,17486.5667
background,2,3,2.2469,269.9448,105.6734,150.7881,779.9832,61.2404,26.6026,1.0441,1.9975,50.0754,24298.0801
background,3,3,1.6883,119.5245,41.5387,54.813,274.761,39.6315,13.9822,0.4086,1.6343,26.2774,12750.5703
background,1,2,2.4883,823.7234,70.5054,692.87,1026.6336,38.9052,46.3502,0.7717,2.3606,130.5382,63341.031
background,2,2,2.2469,933.5949,93.1071,756.8513,1117.2096,61.2404,26.6026,1.0441,1.9975,127.8736,62048.0658
background,3,2,1.6883,1270.858,121.6433,1057.0999,1567.967,39.6315,13.9822,0.4086,1.6343,123.5961,59972.526
