measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.7997,1075.4764,370.6791,696.5717,2237.5273,70.3198,45.5331,1.3165,1.2257,116.7598,56655.356
microtubule,2,3,3.3918,1133.1151,408.4323,431.7979,1973.4741,65.3262,46.895,3.4048,0.1362,225.4607,109400.231
microtubule,3,3,2.1494,2094.7299,424.1534,1394.8781,3038.011,49.6642,28.6001,0.3632,2.1337,237.5213,115252.392
microtubule,1,2,1.7997,29.7387,21.1038,-5.6147,90.852,70.3198,45.5331,1.3165,1.2257,18.1402,8802.1556
microtubule,2,2,3.3918,38.0194,26.2912,-20.2824,103.1757,65.3262,46.895,3.4048,0.1362,34.9227,16945.5208
microtubule,3,2,2.1494,51.4827,21.6389,-2.948,103.2942,49.6642,28.6001,0.3632,2.1337,23.3882,11348.6748
background,1,3,1.7997,212.9425,70.4953,92.0384,417.6384,69.8204,45.8963,1.3165,1.2257,43.8791,21291.4666
background,2,3,3.3918,401.3118,123.5477,149.4706,750.1944,65.7801,46.3956,3.4048,0.1362,110.8406,53783.1805
background,3,3,2.1494,407.9205,221.7827,177.7648,1061.6384,50.2544,28.5547,0.3632,2.1337,70.6584,34285.5419
background,1,2,1.7997,23.1132,14.1085,-3.0147,58.3409,69.8204,45.8963,1.3165,1.2257,17.5804,8530.5111
background,2,2,3.3918,27.5829,16.8132,-11.7554,69.1804,65.7801,46.3956,3.4048,0.1362,33.288,16152.3518
background,3,2,2.1494,53.5306,27.0897,-9.1894,123.3091,50.2544,28.5547,0.3632,2.1337,23.5908,11446.9711
