measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.5842,2292.7457,313.5985,1686.4892,2968.2649,25.0591,39.0413,1.0895,1.1349,194.4701,94362.7001
microtubule,2,3,1.3829,1536.2541,362.0002,1013.8974,2339.7818,25.6946,21.0642,1.2711,0.5448,119.1302,57805.5287
microtubule,3,3,1.495,1521.169,482.3435,760.5596,2556.2307,21.5181,22.7439,1.4073,0.5448,129.6019,62886.7207
microtubule,1,2,1.5842,150.0545,50.7992,59.2254,265.7004,25.0591,39.0413,1.0895,1.1349,26.3149,12768.7874
microtubule,2,2,1.3829,71.2738,28.6119,-12.1007,117.0149,25.6946,21.0642,1.2711,0.5448,17.627,8553.1423
microtubule,3,2,1.495,79.0453,21.1287,40.1429,119.4771,21.5181,22.7439,1.4073,0.5448,19.8774,9645.0946
background,1,3,1.5842,379.6232,59.1167,266.0293,483.9727,24.6959,38.769,1.0895,1.1349,52.5324,25490.2903
background,2,3,1.3829,188.5243,43.9949,107.3729,285.2263,24.6051,21.155,1.2711,0.5448,33.0275,16025.9067
background,3,3,1.495,245.5567,58.0716,128.3374,368.619,21.7905,22.3353,1.4073,0.5448,40.2199,19515.9019
background,1,2,1.5842,71.8558,24.4524,15.2824,111.4566,24.6959,38.769,1.0895,1.1349,20.5132,9953.6326
background,2,2,1.3829,50.44,18.6929,21.2727,99.926,24.6051,21.155,1.2711,0.5448,16.296,7907.2934
background,3,2,1.495,44.1283,24.5008,2.5512,132.366,21.7905,22.3353,1.4073,0.5448,17.4307,8457.9173
