measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.5091,4241.313,320.2736,3783.9056,4893.7073,36.1813,35.2734,0.4086,1.4527,320.6881,155607.4
microtubule,2,3,2.0961,2292.2566,839.5938,1144.7817,3436.6607,30.9153,32.9128,1.9975,0.6356,254.5159,123498.692
microtubule,3,3,1.4731,6409.2381,358.7946,5863.7635,7146.3963,35.3188,24.4235,1.2257,0.8171,458.6945,222572.24
microtubule,1,2,1.5091,7092.3375,719.9996,5859.4828,8536.1029,36.1813,35.2734,0.4086,1.4527,548.2867,266045.058
microtubule,2,2,2.0961,3660.3749,1467.098,1632.4828,6170.9799,30.9153,32.9128,1.9975,0.6356,425.5013,206465.929
microtubule,3,2,1.4731,15212.2098,751.2087,12911.4828,15650.4828,35.3188,24.4235,1.2257,0.8171,1084.3852,526175.99
background,1,3,1.5091,759.6911,179.2669,551.724,1203.7419,35.909,35.5912,0.4086,1.4527,76.7312,37232.2533
background,2,3,2.0961,685.4701,261.9736,324.6059,1477.6248,31.1877,32.7312,1.9975,0.6356,98.8804,47979.7279
background,3,3,1.4731,1954.7822,374.0142,1450.5623,2701.6248,35.1826,24.8775,1.2257,0.8171,155.7514,75575.1953
background,1,2,1.5091,1301.6221,189.5388,1003.3574,1840.7294,35.909,35.5912,0.4086,1.4527,142.5319,69160.7357
background,2,2,2.0961,1249.4518,342.0646,754.9932,2519.4828,31.1877,32.7312,1.9975,0.6356,191.9761,93152.5437
background,3,2,1.4731,5329.0376,494.7203,4717.4828,6781.9828,35.1826,24.8775,1.2257,0.8171,412.2404,200031.309
