measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3388,2194.3004,547.1335,1354.5499,3286.7774,18.5219,26.5572,2.3152,0.4086,269.4949,130766.941
microtubule,2,3,2.0898,2279.6596,850.988,998.3412,3813.4779,30.3251,37.7248,2.0429,0.3632,247.254,119975.018
microtubule,3,3,1.8409,789.5228,232.4024,323.4824,1317.1521,68.5493,28.9632,1.3165,1.2711,91.9687,44625.9736
microtubule,1,2,2.3388,21.504,20.723,-14.8111,73.1514,18.5219,26.5572,2.3152,0.4086,24.4111,11844.9711
microtubule,2,2,2.0898,91.2885,23.3243,48.2976,145.3259,30.3251,37.7248,2.0429,0.3632,28.407,13783.8999
microtubule,3,2,1.8409,28.8053,23.9573,-26.5591,67.7132,68.5493,28.9632,1.3165,1.2711,19.9766,9693.2334
background,1,3,2.3388,169.0792,108.8612,58.8057,539.8655,18.6127,26.1486,2.3152,0.4086,48.2869,23430.2203
background,2,3,2.0898,727.0969,205.3419,493.786,1276.1989,30.6883,37.4978,2.0429,0.3632,96.8707,47004.5723
background,3,3,1.8409,65.8866,31.141,13.74,156.3603,68.1862,29.4172,1.3165,1.2711,29.333,14233.2526
background,1,2,2.3388,19.1062,14.7137,-19.9446,48.014,18.6127,26.1486,2.3152,0.4086,24.1491,11717.8863
background,2,2,2.0898,82.4552,29.2035,40.3837,149.6475,30.6883,37.4978,2.0429,0.3632,27.5514,13368.7372
background,3,2,1.8409,24.1649,19.2983,-33.796,75.8477,68.1862,29.4172,1.3165,1.2711,19.5749,9498.3362
