measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.9056,3169.3916,706.0732,2243.2016,4568.8427,33.0489,43.8534,0.4086,1.8613,297.905,144552.377
microtubule,2,3,1.3497,1352.6855,476.1368,985.8861,2626.7084,40.0855,42.7185,0.9079,0.9987,98.7043,47894.2889
microtubule,3,3,2.0709,936.722,229.7775,516.6026,1442.4079,41.0388,46.7134,0.9079,1.8613,109.3578,53063.639
microtubule,1,2,1.9056,130.6604,25.1736,77.4767,205.4189,33.0489,43.8534,0.4086,1.8613,27.8637,13520.284
microtubule,2,2,1.3497,101.0897,31.5163,39.2352,192.2352,40.0855,42.7185,0.9079,0.9987,18.1986,8830.4888
microtubule,3,2,2.0709,53.2305,19.1827,3.2352,92.0121,41.0388,46.7134,0.9079,1.8613,22.9557,11138.7769
background,1,3,1.9056,659.7386,221.9207,389.688,1117.5009,33.5937,44.1712,0.4086,1.8613,75.505,36637.2993
background,2,3,1.3497,306.0718,82.9753,148.9084,503.0862,39.9493,43.1725,0.9079,0.9987,31.8391,15449.2668
background,3,3,2.0709,130.5058,33.6198,74.128,228.7084,41.402,47.0766,0.9079,1.8613,31.2666,15171.4801
background,1,2,1.9056,137.0131,21.6594,97.8679,177.276,33.5937,44.1712,0.4086,1.8613,28.4266,13793.4489
background,2,2,1.3497,55.4868,28.7007,16.6796,129.6352,39.9493,43.1725,0.9079,0.9987,15.2851,7416.8
background,3,2,2.0709,43.096,23.7041,-11.8083,90.7248,41.402,47.0766,0.9079,1.8613,21.974,10662.4594
