measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.7757,3558.5567,817.2536,2744.6472,5457.57,43.3087,43.8988,1.7705,0.1362,313.1384,151944.077
microtubule,2,3,1.6242,5365.5968,515.8232,4425.757,6459.9548,33.5483,18.295,1.4527,0.7264,427.4444,207408.752
microtubule,3,3,2.0674,3959.3854,558.5876,3052.9548,4888.1794,27.0566,33.2305,1.9521,0.681,406.7624,197373.239
microtubule,1,2,1.7757,839.9558,105.5073,569.7058,1028.475,43.3087,43.8988,1.7705,0.1362,87.0214,42225.3847
microtubule,2,2,1.6242,1662.6145,112.2343,1455.9139,1877.383,33.5483,18.295,1.4527,0.7264,143.2246,69496.8518
microtubule,3,2,2.0674,1321.4137,147.3825,1072.1217,1700.427,27.0566,33.2305,1.9521,0.681,148.8848,72243.3484
background,1,3,1.7757,638.1553,170.5766,396.3587,1042.8202,43.5356,43.5356,1.7705,0.1362,72.3946,35128.0192
background,2,3,1.3352,373.3313,62.135,272.9548,504.9548,33.9115,17.8864,1.2711,0.4086,37.9228,18401.2961
background,3,3,2.0674,900.6596,180.2836,583.1779,1404.2048,27.1474,32.9128,1.9521,0.681,110.4902,53613.1243
background,1,2,1.7757,307.5457,42.2958,226.0327,410.3981,43.5356,43.5356,1.7705,0.1362,43.1321,20928.9807
background,2,2,1.3352,212.3316,21.3662,178.609,266.3212,33.9115,17.8864,1.2711,0.4086,26.4623,12840.3115
background,3,2,2.0674,709.7344,78.3542,546.2621,863.0419,27.1474,32.9128,1.9521,0.681,89.6367,43494.4204
