measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.1485,867.3206,103.4386,637.7652,1009.226,51.5255,58.9252,0.3632,1.0895,64.893,31488.0031
microtubule,2,3,2.0529,2513.7674,990.1409,1407.8481,4782.0336,23.1524,14.3454,1.1803,1.6797,270.8945,131446.094
microtubule,3,3,2.4214,2210.035,510.753,1108.2625,3341.4323,44.489,1.8613,2.406,0.2724,284.205,137904.736
microtubule,1,2,1.1485,100.9907,22.6709,61.4484,146.8484,51.5255,58.9252,0.3632,1.0895,15.6538,7595.6992
microtubule,2,2,2.0529,106.3333,38.7659,35.5788,189.2084,23.1524,14.3454,1.1803,1.6797,28.2017,13684.3063
microtubule,3,2,2.4214,235.2698,46.8991,132.339,344.6031,44.489,1.8613,2.406,0.2724,47.4554,23026.7547
background,1,3,1.1485,387.7859,81.4091,289.6164,572.2436,51.1623,59.0614,0.3632,1.0895,39.1981,19020.0992
background,2,3,2.0529,425.6562,91.8705,272.4925,717.2436,23.5156,14.4362,1.1803,1.6797,72.9407,35392.9774
background,3,3,2.4214,674.5441,117.5258,513.3568,1055.338,44.489,2.1791,2.406,0.2724,113.3241,54988.2264
background,1,2,1.1485,88.4276,24.2922,50.1268,145.6884,51.1623,59.0614,0.3632,1.0895,14.9807,7269.0592
background,2,2,2.0529,55.1028,25.791,14.5398,143.8484,23.5156,14.4362,1.1803,1.6797,23.345,11327.7032
background,3,2,2.4214,138.361,34.7553,63.5276,200.7541,44.489,2.1791,2.406,0.2724,36.6706,17793.6793
