measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.5091,1442.8984,291.599,903.8495,1901.2683,37.2255,38.7236,1.0441,1.0895,126.7772,61516.0909
microtubule,2,3,1.6121,1457.7198,272.2063,932.2682,1919.6016,30.7791,34.2293,0.8625,1.3619,139.0936,67492.3752
microtubule,3,3,1.2291,1847.3529,360.1459,925.7868,2295.6756,27.3289,36.0451,0.09079,1.2257,127.7437,61985.037
microtubule,1,2,1.5091,137.3465,26.25,96.5116,201.586,37.2255,38.7236,1.0441,1.0895,22.8382,11081.7603
microtubule,2,2,1.6121,180.0346,32.8745,94.9124,247.7179,30.7791,34.2293,0.8625,1.3619,28.1084,13639.0231
microtubule,3,2,1.2291,128.6399,36.7357,54.4124,206.9679,27.3289,36.0451,0.09079,1.2257,18.3055,8882.3704
background,1,3,1.5091,537.7869,125.8945,353.2696,763.6925,37.7248,39.0413,1.0441,1.0895,63.3562,30742.3003
background,2,3,1.6121,579.6634,151.0702,352.3516,955.6016,31.1877,34.0931,0.8625,1.3619,72.1396,35004.2873
background,3,3,1.2291,349.1763,80.1836,233.8609,569.9535,26.9204,36.1813,0.09079,1.2257,41.292,20036.0926
background,1,2,1.5091,105.7168,26.2934,49.4702,159.2306,37.7248,39.0413,1.0441,1.0895,20.6219,10006.3485
background,2,2,1.6121,116.7891,35.666,69.5374,256.0282,31.1877,34.0931,0.8625,1.3619,23.2858,11298.9397
background,3,2,1.2291,78.1247,22.1881,27.968,147.9124,26.9204,36.1813,0.09079,1.2257,15.3905,7467.9444
