file,type,time,measure
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-04.tif,spindle green,0,1018.4643
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-04.tif,cyto green,0,596.9669
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-04.tif,mito green,0,730.8275
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-04.tif,cell green,0,735.2822
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-04.tif,spindle red,0,1246.0075
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-04.tif,cyto red,0,787.6482
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-04.tif,mito red,0,807.0154
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-04.tif,cell red,0,877.1731
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-10.tif,spindle green,1,650.6885
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-10.tif,cyto green,1,357.8279
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-10.tif,mito green,1,1049.4789
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-10.tif,cell green,1,783.6443
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-10.tif,spindle red,1,956.0923
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-10.tif,cyto red,1,610.509
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-10.tif,mito red,1,657.1249
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_028.nd2-10.tif,cell red,1,698.6763
