 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.015,870.959,65.716,685,1118,6980.324,1219342.000
2,4.397,1989.853,140.485,1609,2378,8748.473,1528207.000
3,4.397,1332.643,160.785,933,1777,5859.023,1023470.000
4,4.397,2008.604,111.337,1655,2397,8830.914,1542608.000
5,483.688,1661.997,295.108,707,2462,803888.709,140425465.000
6,8.015,266.284,31.503,168,369,2134.138,372797.000
7,4.397,453.293,43.593,337,595,1992.922,348129.000
8,4.397,348.046,40.791,213,489,1530.197,267299.000
9,4.397,397.355,41.703,284,525,1746.990,305169.000
10,483.688,380.858,55.786,189,629,184216.574,32179452.000
