 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.934,902.587,60.645,732,1148,7161.475,1250986.000
2,4.397,2463.427,128.659,2061,2840,10830.562,1891912.000
3,4.397,1390.307,111.338,1035,1691,6112.545,1067756.000
4,4.397,1364.355,231.782,991,1866,5998.447,1047825.000
5,709.355,1520.642,342.284,829,3035,1078674.483,188425791.000
6,7.934,2304.306,117.951,1976,2684,18283.251,3193768.000
7,4.397,7661.931,329.612,6627,8406,33686.005,5884363.000
8,4.397,5547.263,499.381,4247,6483,24388.778,4260298.000
9,4.397,5234.125,953.607,3668,7164,23012.053,4019808.000
10,709.355,5878.362,865.985,3344,8696,4169843.276,728399559.000
