 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,52.232,392.029,33.046,291,506,20476.424,1702584.000
2,9.236,1148.184,58.029,976,1319,10605.182,881805.000
3,9.236,921.738,74.669,721,1111,8513.623,707895.000
4,9.236,1261.901,91.908,1035,1530,11655.532,969140.000
5,359.634,1071.566,156.308,568,1537,385371.288,32043045.000
6,52.232,482.364,41.001,358,615,25194.790,2094909.000
7,9.236,886.224,49.184,747,1032,8185.596,680620.000
8,9.236,610.470,59.940,486,896,5638.598,468841.000
9,9.236,705.547,67.737,554,903,6516.774,541860.000
10,359.634,692.547,120.320,421,1053,249063.299,20709240.000
