 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,52.232,418.577,34.507,316,552,21863.040,1817879.000
2,9.236,1562.862,62.056,1311,1742,14435.353,1200278.000
3,9.236,936.040,60.380,785,1138,8645.724,718879.000
4,9.236,1038.167,101.241,787,1315,9589.012,797312.000
5,359.634,1098.431,242.533,529,1774,395032.665,32846374.000
6,52.232,445.914,33.824,344,557,23290.895,1936603.000
7,9.236,879.135,51.430,749,1042,8120.122,675176.000
8,9.236,551.659,35.415,444,684,5095.389,423674.000
9,9.236,633.943,78.753,464,855,5855.403,486868.000
10,359.634,633.160,124.385,374,1081,227705.656,18933384.000
