 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,26.519,331.884,24.444,256,422,8801.181,731805
2,9.236,802.370,45.313,667,966,7411.078,616220
3,9.236,585.602,51.768,442,754,5408.901,449742
4,9.236,817.262,55.871,643,979,7548.627,627657
5,421.607,774.127,116.745,425,1214,326377.248,27137779
6,26.519,532.338,32.323,436,647,14116.983,1173806
7,9.236,1195.087,50.037,1047,1365,11038.407,917827
8,9.236,894.556,64.053,720,1118,8262.554,687019
9,9.236,940.073,54.179,790,1087,8682.971,721976
10,421.607,1041.123,126.286,662,1496,438944.881,36497609
