 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.202,1133.813,81.381,883,1392,8165.301,1426337.000
2,4.397,3348.185,340.775,2657,4767,14720.437,2571406.000
3,4.397,2338.215,401.539,1570,3381,10280.061,1795749.000
4,4.397,3612.762,682.424,2422,5706,15883.661,2774601.000
5,534.231,3087.430,751.077,1172,7520,1649402.331,288122083.000
6,7.202,604.164,48.730,421,771,4350.963,760038.000
7,4.397,1143.215,86.698,928,1506,5026.193,877989.000
8,4.397,907.983,177.179,603,1309,3991.986,697331.000
9,4.397,1015.770,103.673,776,1378,4465.874,780111.000
10,534.231,1025.826,166.837,523,1955,548028.344,95731081.000
