 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.202,1219.329,90.490,965,1514,8781.155,1533916.000
2,4.397,4478.340,239.099,3790,5285,19689.212,3439365.000
3,4.397,2818.807,213.881,2227,3434,12393.006,2164844.000
4,4.397,2910.150,304.688,2326,4067,12794.597,2234995.000
5,534.231,3150.765,568.717,1527,5554,1683237.910,294032574.000
6,7.202,639.525,51.180,437,802,4605.624,804523.000
7,4.397,1460.796,82.321,1229,1741,6422.450,1121891.000
8,4.397,1077.600,181.037,759,1524,4737.715,827597.000
9,4.397,1079.310,85.362,848,1357,4745.232,828910.000
10,534.231,1157.678,177.288,609,1874,618468.071,108035684.000
