file,type,time,measure
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-02.tif,spindle green,0,1023.3526
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-02.tif,cyto green,0,784.0895
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-02.tif,mito green,0,611.1377
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-02.tif,cell green,0,750.7687
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-02.tif,spindle red,0,373.1265
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-02.tif,cyto red,0,119.1148
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-02.tif,mito red,0,142.1122
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-02.tif,cell red,0,188.1472
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-11.tif,spindle green,1,445.7627
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-11.tif,cyto green,1,399.7875
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-11.tif,mito green,1,721.8513
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-11.tif,cell green,1,561.0111
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-11.tif,spindle red,1,206.0564
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-11.tif,cyto red,1,-0.7821
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-11.tif,mito red,1,72.3663
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_012.nd2-11.tif,cell red,1,78.2277
