measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1006.3125,208.609,463.5625,1475.5625,2347.9089,70960
microtubule,2,3,1156.4062,216.2383,628.5625,1583.5625,2665.7501,80566
microtubule,3,3,864.1875,146.7799,457.5625,1097.5625,2046.9424,61864
microtubule,1,1,522.4062,98.1501,365.4844,792.4844,1331.8162,40251
microtubule,2,1,471.4219,84.4498,312.4844,676.4844,1223.8508,36988
microtubule,3,1,495.9375,75.9904,305.4844,665.4844,1275.7655,38557
microtubule,1,2,2302.6562,478.3448,1601.8594,3424.8594,5094.5586,153971
microtubule,2,2,1506.2969,141.8587,1151.8594,1872.8594,3408.1737,103004
microtubule,3,2,1380.3906,173.8311,973.8594,1784.8594,3141.5523,94946
cytoplasm,1,3,322,114.7235,106.5625,591.5625,898.7965,27164
cytoplasm,2,3,295.6094,144.3997,65.5625,567.5625,842.9112,25475
cytoplasm,3,3,228.6719,74.5548,121.5625,450.5625,701.1631,21191
cytoplasm,1,1,250.75,59.9087,140.4844,418.4844,756.5521,22865
cytoplasm,2,1,293.4219,88.5848,148.4844,478.4844,846.9148,25596
cytoplasm,3,1,319.3125,89.2618,167.4844,560.4844,901.7413,27253
cytoplasm,1,2,579.4219,111.9925,363.8594,820.8594,1445.4066,43684
cytoplasm,2,2,606.1719,116.9429,445.8594,916.8594,1502.0529,45396
cytoplasm,3,2,749.2969,170.1794,432.8594,1037.8594,1805.1369,54556
