measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2760.4219,664.2797,1697.5,3992.5,6062.5746,183227
microtubule,2,3,2636.0156,990.8187,838.5,3992.5,5799.1297,175265
microtubule,3,3,3234.2812,699.417,1583.5,3992.5,7066.0277,213554
microtubule,1,1,327.2031,85.8611,170.6562,546.6562,920.2042,27811
microtubule,2,1,265.8438,77.2666,100.6562,434.6562,790.2685,23884
microtubule,3,1,326,50.2913,211.6562,433.6562,917.6565,27734
microtubule,1,2,808.6406,152.1437,465.8906,1115.8906,1926.5029,58224
microtubule,2,2,732.3125,200.4706,398.8906,1194.8906,1764.8691,53339
microtubule,3,2,933.375,161.0255,470.8906,1223.8906,2190.6426,66207
cytoplasm,1,3,284.2812,107.7012,140.5,513.5,819.0549,24754
cytoplasm,2,3,174.8906,65.2411,76.5,345.5,587.4074,17753
cytoplasm,3,3,272.3438,113.6647,140.5,597.5,793.7758,23990
cytoplasm,1,1,147.5781,44.1089,74.6562,253.6562,539.8271,16315
cytoplasm,2,1,116.125,31.4683,58.6562,200.6562,473.2214,14302
cytoplasm,3,1,159.9375,23.6418,91.6562,220.6562,565.9996,17106
cytoplasm,1,2,401.3281,102.7623,242.8906,667.8906,1063.9707,32156
cytoplasm,2,2,351.1875,119.5571,153.8906,612.8906,957.792,28947
cytoplasm,3,2,475.4531,107.1941,204.8906,810.8906,1220.9391,36900
