measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1963.7188,513.3695,1096.9844,3101.9844,4374.4361,132207
microtubule,2,3,1944.0938,447.5499,1089.9844,2821.9844,4332.8779,130951
microtubule,3,3,1106.1406,273.7481,575.9844,1837.9844,2558.4133,77322
microtubule,1,1,614.0312,79.9983,474.0781,813.0781,1530.9385,46269
microtubule,2,1,430.75,112.0169,287.0781,809.0781,1142.8188,34539
microtubule,3,1,302.25,71.3116,177.0781,446.0781,870.7049,26315
microtubule,1,2,637.6094,121.7507,365.7031,915.7031,1571.074,47482
microtubule,2,2,474.1875,132.0904,292.7031,850.7031,1225.0089,37023
microtubule,3,2,364.4844,104.2143,145.7031,578.7031,992.6996,30002
cytoplasm,1,3,93.5312,24.0719,49.9844,151.9844,414.0936,12515
cytoplasm,2,3,126.6406,29.4021,65.9844,200.9844,484.2066,14634
cytoplasm,3,3,139.6406,40.5084,53.9844,260.9844,511.7356,15466
cytoplasm,1,1,115.0625,24.1815,60.0781,169.0781,474.3133,14335
cytoplasm,2,1,176.2969,34.9864,105.0781,277.0781,603.9843,18254
cytoplasm,3,1,109.9062,23.3371,52.0781,155.0781,463.3944,14005
cytoplasm,1,2,90.25,34.7613,36.7031,174.7031,411.9759,12451
cytoplasm,2,2,92.9531,17.5137,57.7031,132.7031,417.7001,12624
cytoplasm,3,2,96.875,37.1345,37.7031,193.7031,426.0052,12875
