measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1221.2344,271.985,614.4375,1713.4375,2801.1784,84659
microtubule,2,3,1306.4844,496.2898,445.4375,2240.4375,2981.7053,90115
microtubule,3,3,938.75,239.1989,354.4375,1342.4375,2202.9844,66580
microtubule,1,1,512.4375,101.2562,324.8906,724.8906,1311.9636,39651
microtubule,2,1,546.5156,151.1877,260.8906,864.8906,1384.128,41832
microtubule,3,1,430.0625,103.0815,214.8906,609.8906,1137.5248,34379
microtubule,1,2,581.2969,77.5228,438.1875,760.1875,1450.7999,43847
microtubule,2,2,554,162.9535,257.1875,854.1875,1392.9955,42100
microtubule,3,2,539.3438,70.9194,346.1875,696.1875,1361.9592,41162
cytoplasm,1,3,58.4844,19.5728,24.4375,122.4375,338.9181,10243
cytoplasm,2,3,82.1094,28.1335,27.4375,138.4375,388.9469,11755
cytoplasm,3,3,49.0781,25.2985,11.4375,117.4375,318.9993,9641
cytoplasm,1,1,142.3438,26.7706,77.8906,198.8906,528.2464,15965
cytoplasm,2,1,132.5312,41.1074,68.8906,245.8906,507.4673,15337
cytoplasm,3,1,126.7188,32.6013,47.8906,192.8906,495.1586,14965
cytoplasm,1,2,333.8125,72.8969,169.1875,482.1875,926.7225,28008
cytoplasm,2,2,256.2969,76.7815,131.1875,453.1875,762.5741,23047
cytoplasm,3,2,345.0781,61.2689,234.1875,488.1875,950.5788,28729
