 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,11.077,638.014,49.162,486,809,7067.425,1234557
2,4.397,1496.523,235.770,1033,2057,6579.529,1149330
3,4.397,1265.901,185.824,896,1749,5565.588,972212
4,4.397,2346.159,406.126,1593,3519,10314.987,1801850
5,392.712,1440.655,348.170,680,3972,565762.629,98828954
6,11.077,1645.392,137.590,1297,2068,18226.382,3183834
7,4.397,5596.538,305.986,4874,6472,24605.416,4298141
8,4.397,4879.876,440.685,3785,5686,21454.584,3747745
9,4.397,4961.312,388.339,4083,5789,21812.621,3810288
10,392.712,4781.303,637.741,2550,6529,1877675.227,327997413
