 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,12.915,525.634,44.210,389,683,6788.485,1185831
2,4.397,2057.087,192.497,1450,2497,9044.072,1579843
3,4.397,820.237,84.447,606,1093,3606.207,629942
4,4.397,1018.355,191.479,685,1631,4477.243,782097
5,525.982,975.893,356.306,492,2581,513302.528,89665081
6,12.915,1939.740,89.091,1675,2305,25051.442,4376054
7,4.397,5487.483,246.887,4851,6146,24125.953,4214387
8,4.397,3808.137,181.190,3169,4358,16742.635,2924649
9,4.397,4376.263,388.848,3643,5423,19240.426,3360970
10,525.982,4076.016,624.641,2368,8371,2143911.718,374504327
