file,type,time,measure
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-01.tif,spindle green,0,1776.6793
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-01.tif,cyto green,0,1077.6454
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-01.tif,mito green,0,1058.0178
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-01.tif,cell green,0,1243.139
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-01.tif,spindle red,0,2179.5436
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-01.tif,cyto red,0,1128.1295
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-01.tif,mito red,0,923.2245
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-01.tif,cell red,0,1291.8265
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-03.tif,spindle green,1,698.9654
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-03.tif,cyto green,1,379.7193
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-03.tif,mito green,1,2402.9849
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-03.tif,cell green,1,1277.5254
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-03.tif,spindle red,1,1981.8955
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-03.tif,cyto red,1,1020.247
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-03.tif,mito red,1,925.5986
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_014.nd2-03.tif,cell red,1,1194.2461
