 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,386.065,65.867,234,514,877.937,65245.000
2,2.274,1818.680,173.208,1201,2119,4135.796,307357.000
3,2.274,278.266,26.592,231,391,632.795,47027.000
4,2.274,317.911,43.682,211,409,722.951,53727.000
5,2.274,1419.497,175.431,1108,1887,3228.028,239895.000
6,2.274,303.669,30.005,214,403,690.562,51320.000
7,2.274,248.538,29.955,164,315,565.192,42003.000
8,2.274,1431.118,154.916,1102,1768,3254.455,241859.000
9,2.274,277.438,54.779,199,435,630.912,46887.000
10,2.274,166.941,14.774,126,198,379.634,28213.000
11,2.274,1025.568,71.307,842,1256,2332.208,173321.000
12,2.274,447.544,130.439,229,712,1017.745,75635.000
13,2.274,192.615,21.546,133,240,438.020,32552.000
14,2.274,1259.201,106.821,1056,1543,2863.505,212805.000
15,2.274,695.609,60.141,535,810,1581.861,117558.000
16,2.274,166.036,15.549,126,201,377.575,28060.000
17,2.274,1120.178,62.337,959,1284,2547.356,189310.000
18,2.274,757.420,101.103,478,1004,1722.422,128004.000
19,2.274,123.367,15.405,87,169,280.544,20849.000
20,2.274,180.799,28.100,126,260,411.148,30555.000
21,2.274,151.456,13.767,118,201,344.420,25596.000
