 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.456,1359.561,138.725,956,1820,6057.689,2939371
2,1.583,4486.542,205.293,3800,5001,7101.097,3445664
3,1.583,2494.246,417.403,1762,3449,3947.781,1915581
4,1.583,5049.414,644.423,3564,6276,7991.987,3877950
5,190.275,3843.755,764.777,1721,6781,731369.783,354882405
6,4.456,809.009,79.963,566,1102,3604.639,1749078
7,1.583,2656.255,131.651,2216,3135,4204.202,2040004
8,1.583,1532.520,189.382,1136,1990,2425.603,1176975
9,1.583,2523.280,180.729,1991,3019,3993.735,1937879
10,190.275,2240.420,403.777,1104,3721,426295.425,206851239
