 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,25.436,332.446,23.731,256,412,8456.244,703124
2,9.236,1144.831,60.613,980,1323,10574.213,879230
3,9.236,824.186,74.975,628,988,7612.585,632975
4,9.236,748.534,67.878,592,930,6913.823,574874
5,423.796,821.238,173.375,381,1395,348037.278,28938778
6,25.436,304.788,29.201,222,405,7752.719,644627
7,9.236,1744.438,77.510,1526,1976,16112.473,1339728
8,9.236,1493.186,261.668,1028,2078,13791.794,1146767
9,9.236,1109.264,128.424,763,1400,10245.705,851915
10,423.796,1297.476,286.550,547,2078,549865.281,45720474
