 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,19.418,607.867,49.935,438,778,11803.600,2061885.000
2,4.397,1813.530,122.041,1449,2198,7973.262,1392791.000
3,4.397,1153.665,121.929,857,1487,5072.139,886015.000
4,4.397,2085.982,299.429,1388,2857,9171.108,1602034.000
5,379.196,1682.427,378.587,694,3772,637969.543,111442254.000
6,19.418,942.847,62.498,739,1154,18308.262,3198137.000
7,4.397,1458.023,80.437,1213,1705,6410.262,1119762.000
8,4.397,1401.902,87.209,1083,1782,6163.523,1076661.000
9,4.397,1467.288,90.497,1175,1761,6450.993,1126877.000
10,379.196,1438.476,119.231,994,2509,545464.382,95283201.000
