 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,10.243,1154.928,168.404,758,1888,11829.428,5739991
2,1.583,4841.641,254.093,4160,5544,7663.132,3718380
3,1.583,3717.747,287.859,2900,4655,5884.284,2855230
4,1.583,6434.850,648.191,5090,8559,10184.793,4941965
5,183.606,4514.309,762.791,2193,9815,828853.370,402184345
6,10.243,794.954,61.087,596,1052,8142.371,3950921
7,1.583,1892.682,88.882,1622,2213,2995.653,1453580
8,1.583,1451.010,85.942,1201,1714,2296.594,1114376
9,1.583,1732.926,97.955,1441,2125,2742.797,1330887
10,183.606,1615.674,200.910,909,2261,296647.175,143942046
