 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.981,3327.336,371.064,2385,4186,6589.806,3197570
2,1.981,3383.443,304.434,2600,4284,6700.926,3251489
3,1.981,3899.354,313.688,3072,4674,7722.690,3747279
4,1.981,2712.232,227.175,2144,3449,5371.589,2606455
5,1.981,2338.164,253.610,1651,2965,4630.746,2246976
6,1.981,5523.809,403.124,4255,6574,10939.930,5308380
7,1.981,824.534,71.168,611,1078,1632.993,792377
8,1.981,1429.420,204.903,947,2161,2830.974,1373673
9,1.981,1478.571,237.354,944,2230,2928.318,1420907
10,1.981,1577.195,162.825,1101,2165,3123.642,1515684
11,1.981,1346.278,103.368,1031,1670,2666.310,1293773
12,1.981,1024.632,162.543,623,1393,2029.288,984671
13,1.981,1342.520,142.003,997,1910,2658.868,1290162
14,1.981,333.446,36.878,232,451,660.392,320442
