 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,58.786,212.509,14.760,163,275,12492.624,1038743
2,9.236,582.820,44.401,459,740,5383.212,447606
3,9.236,350.249,23.655,281,415,3235.067,268991
4,9.236,329.698,22.402,268,401,3045.250,253208
5,383.362,384.889,85.852,210,740,147551.932,12268722
6,58.786,287.221,19.520,218,367,16884.658,1403934
7,9.236,1633.827,130.188,1290,2024,15090.819,1254779
8,9.236,924.296,127.918,696,1204,8537.243,709859
9,9.236,682.974,48.315,542,824,6308.280,524524
10,383.362,924.653,296.471,379,2024,354477.045,29474235
