 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,58.786,242.148,16.429,189,299,14235.025,1183621
2,9.236,508.254,31.335,426,586,4694.480,390339
3,9.236,386.085,26.909,292,503,3566.065,296513
4,9.236,402.624,26.779,320,477,3718.828,309215
5,383.362,413.736,56.817,252,597,158610.808,13188251
6,58.786,306.479,19.790,248,377,18016.813,1498071
7,9.236,1596.772,90.317,1325,1882,14748.564,1226321
8,9.236,874.938,119.100,638,1237,8081.348,671952
9,9.236,711.641,48.065,574,882,6573.059,546540
10,383.362,926.913,291.877,414,2019,355343.350,29546267
