 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.001,712.614,70.390,492,1015,4276.594,2075131.000
2,1.583,4829.306,202.205,4289,5508,7643.609,3708907.000
3,1.583,3373.689,325.572,2668,4101,5339.724,2590993.000
4,1.583,3219.027,199.003,2634,3686,5094.932,2472213.000
5,273.627,3227.413,698.192,1228,5653,883107.596,428510112.000
6,6.001,2153.786,149.657,1642,2684,12925.476,6271826.000
7,1.583,4216.294,295.251,3564,4921,6673.362,3238114.000
8,1.583,3552.921,236.868,2869,4213,5623.404,2728643.000
9,1.583,3264.060,148.988,2851,3683,5166.208,2506798.000
10,273.627,3412.750,460.918,1777,4921,933820.876,453117706.000
