 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.001,674.237,60.751,433,923,4046.283,1963377
2,1.583,3318.681,232.195,2583,3939,5252.660,2548747
3,1.583,2346.952,206.548,1880,2934,3714.650,1802459
4,1.583,5599.190,441.426,4486,6961,8862.148,4300178
5,273.627,2894.471,1102.985,0,9227,792005.461,384304642
6,6.001,1739.722,122.078,1327,2297,10440.559,5066070
7,1.583,3272.238,165.215,2807,3798,5179.152,2513079
8,1.583,2813.544,223.967,2169,3348,4453.152,2160802
9,1.583,3047.530,161.283,2411,3409,4823.494,2340503
10,273.627,2798.836,422.561,0,4689,765837.323,371607082
