 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.981,7273.434,951.739,5254,12060,14405.072,6989770
2,1.981,4588.107,389.917,3536,5709,9086.769,4409171
3,1.981,7357.374,1095.947,4970,10250,14571.315,7070436
4,1.981,3867.590,308.578,3148,4656,7659.781,3716754
5,1.981,6555.760,587.892,4378,8328,12983.714,6300085
6,1.981,3409.016,241.347,2505,4024,6751.572,3276064
7,1.981,4431.951,606.292,3124,6754,8777.501,4259105
8,1.981,2511.555,271.763,1786,3241,4974.146,2413604
9,1.981,3992.693,575.699,2966,7376,7907.548,3836978
10,1.981,2431.815,235.203,1396,3050,4816.221,2336974
11,1.981,3868.043,341.670,2895,5399,7660.678,3717189
12,1.981,2692.087,210.289,2000,3215,5331.692,2587096
13,1.981,208.535,28.908,115,296,413.004,200402
14,1.981,374.037,38.144,253,509,740.783,359450
