 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.981,7290.696,844.623,5386,9267,14439.260,7006359
2,1.981,9434.941,1073.762,7244,11993,18685.947,9066978
3,1.981,7538.607,792.860,5838,9215,14930.248,7244601
4,1.981,10567.335,1420.598,7864,13667,20928.659,10155209
5,1.981,8030.911,820.533,5779,10444,15905.258,7717705
6,1.981,10301.171,589.389,8683,11576,20401.520,9899425
7,1.981,6065.598,388.908,5158,7907,12012.948,5829040
8,1.981,10048.022,396.516,8909,11127,19900.157,9656149
9,1.981,5688.157,720.091,3818,8082,11265.423,5466319
10,1.981,9594.638,1665.311,5774,12121,19002.228,9220447
11,1.981,5450.544,473.617,4019,7427,10794.830,5237973
12,1.981,10047.892,704.787,7665,11459,19899.899,9656024
13,1.981,224.819,30.160,147,304,445.255,216051
14,1.981,303.143,33.753,199,416,600.375,291320
