 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.127,2116.613,91.115,1842,2446,4501.671,2184345
2,1.583,3079.514,223.430,2458,3754,4874.117,2365067
3,1.583,2500.551,110.035,2168,2811,3957.760,1920423
4,1.583,2488.740,123.157,2136,2839,3939.066,1911352
5,184.587,2518.435,237.131,1886,3847,464869.867,225568707
6,2.127,640.327,57.462,456,805,1361.864,660817
7,1.583,1242.971,148.385,784,1579,1967.319,954602
8,1.583,721.400,55.184,557,890,1141.799,554035
9,1.583,865.615,114.131,595,1252,1370.056,664792
10,184.587,806.892,178.051,454,1762,148941.672,72270936
