 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,10.510,646.001,50.778,474,837,6789.784,1186058
2,4.397,1737.298,178.070,1346,2275,7638.105,1334245
3,4.397,860.358,75.952,671,1096,3782.601,660755
4,4.397,877.638,114.356,633,1247,3858.573,674026
5,391.516,1034.763,341.548,530,2455,405125.948,70768502
6,10.510,751.383,74.984,522,1045,7897.398,1379539
7,4.397,4301.388,187.964,3576,4832,18911.235,3303466
8,4.397,3129.264,218.627,2636,3887,13757.944,2403275
9,4.397,3126.491,304.813,2467,3873,13745.750,2401145
10,391.516,3233.866,585.272,1552,5041,1266108.926,221167349
