 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.745,759.137,55.865,542,951,5879.872,1027112.000
2,4.397,1788.535,97.881,1498,2208,7863.371,1373595.000
3,4.397,1712.055,87.946,1457,1991,7527.121,1314858.000
4,4.397,2404.914,135.589,2027,2898,10573.307,1846974.000
5,526.423,1972.348,290.557,1120,3067,1038289.229,181371185.000
6,7.745,730.446,71.068,520,1080,5657.646,988293.000
7,4.397,5806.479,403.512,4941,7041,25528.433,4459376.000
8,4.397,4133.379,144.940,3693,4560,18172.576,3174435.000
9,4.397,3428.374,158.045,2988,3975,15072.991,2632991.000
10,526.423,3836.128,747.038,1853,7136,2019425.952,352758815.000
