 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.745,755.712,55.442,582,940,5853.344,1022478
2,4.397,2660.152,106.562,2366,3017,11695.473,2042997
3,4.397,2254.479,99.372,1973,2556,9911.914,1731440
4,4.397,1975.638,99.590,1677,2307,8685.977,1517290
5,526.423,2104.146,276.957,1267,3112,1107670.929,193490969
6,7.745,737.412,82.868,522,1031,5711.601,997718
7,4.397,6496.792,244.900,5654,7135,28563.421,4989536
8,4.397,4481.460,207.605,3945,5001,19702.928,3441761
9,4.397,3699.311,184.640,3172,4225,16264.179,2841071
10,526.423,4216.523,874.463,2353,7351,2219674.782,387738825
