 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3.967,705.919,61.961,524,901,2800.517,489202
2,4.397,4414.089,214.408,3736,4953,19406.728,3390020
3,4.397,2103.492,210.236,1637,2658,9248.093,1615482
4,4.397,2370.970,134.157,1981,2781,10424.071,1820905
5,624.418,2398.147,662.057,1178,5007,1497445.696,261577885
6,3.967,850.569,62.751,677,1068,3374.369,589444
7,4.397,9784.389,809.008,6691,12044,43017.484,7514411
8,4.397,1578.048,240.861,1170,2320,6937.956,1211941
9,4.397,2871.138,715.291,1959,4364,12623.080,2205034
10,624.418,3789.946,2203.679,963,12044,2366509.725,413388352
